ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
119337.0,Aeroplanes: Aviation Ascendant,2012.0,3,5,120,14,745,6.6,3246,2.94,1197.0,"Area Majority / Influence, Card Drafting, Dice Rolling, Network and Route Building, Point to Point Movement",Strategy Games
298060.0,Truffle Shuffle,2020.0,2,4,30,14,429,7.2,3247,1.4,1084.0,"Card Drafting, Set Collection",
15826.0,Triumph of Chaos,2005.0,2,2,360,12,338,7.57,3248,4.35,802.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Movement Points, Point to Point Movement, Simulation",Wargames
123576.0,Sheepland,2012.0,2,4,30,8,869,6.56,3250,1.79,1115.0,"Action Points, Area Movement, Dice Rolling, Point to Point Movement, Stock Holding",Family Games
113293.0,Article 27: The UN Security Council Game,2012.0,3,6,30,10,878,6.49,3251,2.12,1146.0,"Trading, Voting","Family Games, Thematic Games"
98347.0,Empires of the Void,2012.0,2,4,120,12,672,6.72,3252,2.92,1181.0,"Action Points, Dice Rolling, Set Collection, Trading","Strategy Games, Thematic Games"
6707.0,Age of Mythology: The Boardgame,2003.0,2,4,120,10,3167,6.12,3254,2.93,4791.0,"Campaign / Battle Card Driven, Dice Rolling, Rock-Paper-Scissors, Secret Unit Deployment, Variable Phase Order, Variable Player Powers",Strategy Games
123160.0,Battle For Souls,2013.0,1,4,60,14,635,6.91,3255,2.36,1157.0,"Deck Bag and Pool Building, Hand Management, Push Your Luck, Set Collection, Team-Based Game",Thematic Games
108831.0,Kulami,2011.0,2,2,30,10,455,7.15,3256,1.67,867.0,"Area Majority / Influence, Modular Board",Abstract Games
271321.0,CABO (Second Edition),2019.0,2,4,45,8,414,7.23,3257,1.18,930.0,"Hand Management, Memory, Set Collection",
11096.0,Tahuantinsuyu,2004.0,3,4,180,12,399,7.19,3259,3.27,527.0,"Hand Management, Line Drawing, Network and Route Building",Strategy Games
3230.0,Tyros,2002.0,3,4,90,10,890,6.47,3260,2.47,1348.0,Trading,Strategy Games
29602.0,Okko: Era of the Asagiri,2008.0,2,2,40,12,757,6.71,3261,2.23,1912.0,"Area Majority / Influence, Dice Rolling, Die Icon Resolution, Grid Movement, Modular Board, Variable Player Powers","Thematic Games, Wargames"
275969.0,Flotilla,2019.0,3,5,150,14,384,7.32,3262,3.85,766.0,"Action Retrieval, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Market, Modular Board, Pick-up and Deliver, Tile Placement",
253506.0,Versailles 1919,2020.0,1,4,120,13,303,7.69,3263,2.59,913.0,"Area Majority / Influence, Auction/Bidding, End Game Bonuses, Events, Negotiation, Simulation, Solo / Solitaire Game, Sudden Death Ending, Track Movement","Strategy Games, Wargames"
4553.0,Attribute,2002.0,3,8,30,8,1078,6.38,3264,1.18,1265.0,Hand Management,Party Games
58099.0,Granada,2009.0,2,6,60,8,481,6.98,3265,2.22,841.0,"Commodity Speculation, Set Collection, Tile Placement",Family Games
38797.0,Uruk: Wiege der Zivilisation,2008.0,2,4,60,12,633,6.7,3266,2.5,742.0,"Action Points, Auction/Bidding, Card Drafting, Hand Management",Strategy Games
172225.0,Exploding Kittens,2015.0,2,5,15,7,21552,6.04,3267,1.07,43642.0,"Hand Management, Hot Potato, Player Elimination, Push Your Luck, Set Collection, Take That",Party Games
258104.0,Tribes: Dawn of Humanity,2018.0,2,4,45,10,562,6.91,3268,2.08,1051.0,"Closed Economy Auction, Grid Movement, Increase Value of Unchosen Resources, Tile Placement",
5576.0,Dungeoneer: Tomb of the Lich Lord,2003.0,2,4,60,12,2586,6.11,3269,2.19,4528.0,"Action Points, Dice Rolling, Hand Management, Modular Board, Tile Placement, Variable Player Powers",Thematic Games
206206.0,Escape from 100 Million B.C.,2017.0,1,6,90,13,556,6.9,3270,2.75,1313.0,"Cooperative Game, Critical Hits and Failures, Dice Rolling, Grid Movement, Hexagon Grid, Map Addition, Pick-up and Deliver, Stat Check Resolution",Thematic Games
234521.0,Necromunda: Underhive,2017.0,2,4,60,12,326,7.87,3272,3.85,1132.0,"Action Points, Dice Rolling, Modular Board, Variable Player Powers",
15157.0,Amazonas,2005.0,3,4,50,10,1229,6.33,3274,2.14,1882.0,"Hand Management, Network and Route Building, Set Collection, Simultaneous Action Selection","Family Games, Strategy Games"
91189.0,Ristorante Italia,2011.0,2,5,90,10,614,6.83,3275,2.39,872.0,"Auction/Bidding, Card Drafting, Set Collection, Worker Placement",Family Games
253215.0,Jetpack Joyride,2019.0,1,4,20,8,642,6.76,3276,1.13,1436.0,Tile Placement,
227466.0,Break the Code,2017.0,2,4,15,10,395,7.28,3277,1.8,809.0,Paper-and-Pencil,
201846.0,Expancity,2018.0,2,4,90,10,601,6.99,3278,2.0,712.0,"Action Points, Modular Board, Simulation, Tile Placement",
17651.0,Under the Lily Banners,2005.0,2,2,300,12,306,7.68,3279,3.6,950.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
13362.0,"Warhammer 40,000 (Fourth Edition)",2004.0,2,6,60,10,1111,6.48,3280,3.51,1454.0,"Dice Rolling, Modular Board, Variable Player Powers",Wargames
179835.0,Stellar Conflict,2015.0,2,4,10,10,844,6.49,3281,1.32,1719.0,"Tile Placement, Variable Player Powers",
246150.0,Arraial,2018.0,1,4,30,8,698,6.66,3283,1.5,1031.0,"Action Points, Pattern Building, Solo / Solitaire Game",Family Games
46807.0,Infinite City,2009.0,2,6,45,10,1744,6.2,3284,1.89,1850.0,"Area Majority / Influence, Hand Management, Tile Placement",Strategy Games
226254.0,The Ruhr: A Story of Coal Trade,2017.0,2,4,120,12,486,6.96,3285,3.57,1226.0,"Pick-up and Deliver, Worker Placement",
296167.0,Boomerang: Australia,2020.0,2,4,30,8,438,7.08,3286,1.58,604.0,"Card Drafting, Set Collection",
4286.0,A Game of Thrones Collectible Card Game,2002.0,2,5,30,0,610,6.86,3287,2.9,804.0,Hand Management,Customizable Games
234429.0,Raids,2018.0,2,4,40,10,682,6.8,3288,2.3,1258.0,,"Family Games, Strategy Games"
234691.0,Mystery of the Temples,2017.0,2,4,40,10,760,6.71,3289,2.44,2085.0,"Action Queue, Area Majority / Influence, Pattern Recognition, Set Collection, Variable Player Powers",
147623.0,Friese's Landlord,2013.0,2,6,40,12,880,6.5,3290,1.77,1760.0,"Hand Management, Income, Take That","Family Games, Thematic Games"
40107.0,"Soviet Dawn: The Russian Civil War, 1918-1921",2009.0,1,1,60,13,459,7.06,3291,1.63,1172.0,"Action Points, Campaign / Battle Card Driven, Dice Rolling, Events, Point to Point Movement, Solo / Solitaire Game",Wargames
261145.0,Detective Stories: Case 1 - The Fire in Adlerstein,2018.0,1,5,120,13,286,7.85,3293,2.44,519.0,,
17970.0,Axis & Allies Miniatures,2005.0,2,2,60,10,1087,6.51,3295,2.29,1739.0,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling, Roll / Spin and Move","Customizable Games, Wargames"
121041.0,Pluckin' Pairs,2012.0,3,8,50,12,610,6.73,3296,1.09,1045.0,"Simultaneous Action Selection, Storytelling, Voting",Party Games
298572.0,Cosmic Encounter Duel,2020.0,2,2,30,14,413,7.24,3297,2.55,1257.0,"Hand Management, Race, Simultaneous Action Selection, Take That, Variable Player Powers",
37696.0,The Stars Are Right,2008.0,2,4,55,12,1324,6.31,3298,2.45,2099.0,"Hand Management, Modular Board, Pattern Building, Pattern Recognition, Tile Placement",Strategy Games
270168.0,Tuki,2019.0,2,4,45,8,528,6.93,3299,1.11,943.0,"Dice Rolling, Finale Ending, Pattern Building, Pattern Recognition, Player Elimination, Race, Stacking and Balancing",
207753.0,Arena: For the Gods!,2017.0,2,6,40,8,848,6.51,3300,1.82,1576.0,"Auction/Bidding, Dice Rolling, Grid Movement",
201308.0,Hive Mind,2016.0,3,12,90,8,459,7.11,3301,1.14,1047.0,"Cooperative Game, Paper-and-Pencil",Party Games
250396.0,Terminator Genisys: Rise of the Resistance,2018.0,1,4,120,14,281,8.3,3302,2.45,787.0,"Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Tile Placement",
22237.0,Hart an der Grenze,2006.0,3,6,40,10,940,6.45,3303,1.42,892.0,Hand Management,Party Games
133285.0,Tin Goose,2016.0,3,5,150,14,482,6.96,3304,3.0,597.0,"Auction/Bidding, Network and Route Building, Point to Point Movement",Strategy Games
34004.0,Big Points,2008.0,2,5,20,8,874,6.46,3305,1.35,892.0,Set Collection,Family Games
96704.0,Fealty,2011.0,2,4,30,14,646,6.68,3306,2.44,983.0,"Area Majority / Influence, Enclosure, Hand Management, Modular Board, Simultaneous Action Selection","Abstract Games, Strategy Games"
220133.0,Endangered,2020.0,1,5,90,10,325,7.66,3307,2.5,656.0,"Cooperative Game, Dice Rolling, Push Your Luck, Worker Placement with Dice Workers",
249673.0,Rolling Ranch,2019.0,2,20,20,14,588,6.81,3308,1.18,1250.0,"Dice Rolling, Paper-and-Pencil",
117663.0,Piraten kapern,2012.0,2,5,30,8,1233,6.34,3310,1.08,2036.0,"Dice Rolling, Push Your Luck, Set Collection",Family Games
142555.0,The Lord of the Rings: The Two Towers Deck-Building Game,2013.0,2,5,45,15,583,6.86,3311,2.19,1456.0,Deck Bag and Pool Building,Thematic Games
72809.0,Barbarossa,2010.0,2,5,60,18,594,6.84,3312,2.6,1464.0,"Card Drafting, Deck Bag and Pool Building, Hand Management",Thematic Games
254213.0,Boomerang,2018.0,2,4,45,10,436,7.06,3313,1.67,643.0,"Card Drafting, Paper-and-Pencil, Set Collection",
218376.0,Direwild,2018.0,2,4,90,13,365,7.61,3315,2.8,846.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Variable Player Powers",
154259.0,Province,2014.0,2,2,25,13,1243,6.3,3316,1.82,2901.0,"Rondel, Worker Placement",Strategy Games
216856.0,Demon Worker,2016.0,3,4,45,10,432,7.08,3317,2.46,952.0,Worker Placement,
268493.0,Mechanica,2020.0,1,4,75,12,559,7.0,3318,2.32,1246.0,"Network and Route Building, Tile Placement","Family Games, Strategy Games"
73313.0,Elements,2010.0,2,2,20,8,541,6.83,3319,1.4,764.0,Hand Management,"Abstract Games, Family Games"
241225.0,Smash Up: That '70s Expansion,2018.0,2,2,45,14,327,7.58,3320,2.67,1804.0,"Area Majority / Influence, Hand Management, Take That, Variable Player Powers",
253399.0,Journal 29: Interactive Book Game,2017.0,1,0,120,14,451,7.09,3321,2.5,1015.0,Paper-and-Pencil,
163976.0,Exoplanets,2015.0,2,4,60,12,757,6.6,3322,2.37,1528.0,"Area Majority / Influence, Card Drafting, Hand Management, Tile Placement","Family Games, Strategy Games"
237251.0,Biosphere,2017.0,2,6,90,12,343,7.41,3323,3.38,337.0,"Action Points, Area Majority / Influence, Card Drafting, Grid Movement",
152053.0,Lagoon: Land of Druids,2014.0,1,4,60,14,1303,6.3,3324,2.73,3355.0,"Grid Movement, Hexagon Grid, Modular Board, Rock-Paper-Scissors, Stock Holding, Tile Placement","Abstract Games, Strategy Games"
234469.0,Origami,2017.0,2,4,30,8,614,6.76,3325,1.83,1210.0,"Card Drafting, Hand Management, Layering, Set Collection",
176262.0,Fleet Wharfside,2015.0,2,4,30,13,494,6.91,3326,1.71,1456.0,"Hand Management, Set Collection",
30932.0,Lascaux,2007.0,3,5,25,8,1069,6.35,3327,1.58,1217.0,"Auction/Bidding, Set Collection, Simultaneous Action Selection",Family Games
137909.0,Bugs in the Kitchen,2013.0,2,4,20,6,1777,6.17,3328,1.05,3259.0,Roll / Spin and Move,Children's Games
225163.0,Reworld,2017.0,2,4,90,12,617,6.84,3329,2.56,1437.0,,Strategy Games
12234.0,"DAK2: The Campaign in North Africa, 1940-1942",2004.0,1,2,360,14,273,8.29,3330,4.38,744.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
284333.0,Yggdrasil Chronicles,2019.0,1,5,90,14,368,7.43,3331,3.0,985.0,"Cooperative Game, Map Deformation, Scenario / Mission / Campaign Game, Three Dimensional Movement, Turn Order: Auction, Variable Player Powers",Thematic Games
129156.0,"Celles: The Ardennes, December 23-27, 1944",2012.0,2,2,180,13,277,7.85,3332,2.3,828.0,"Chit-Pull System, Hexagon Grid, Simulation",Wargames
284936.0,Café,2020.0,1,4,45,8,283,7.84,3333,1.88,598.0,"Action Points, Highest-Lowest Scoring, Layering, Melding and Splaying, Pick-up and Deliver, Tile Placement","Abstract Games, Strategy Games"
160561.0,Versailles,2014.0,2,5,90,12,799,6.52,3335,2.75,1423.0,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
14683.0,Men of Iron,2005.0,2,2,180,12,545,6.86,3336,2.72,1347.0,Hexagon Grid,Wargames
130605.0,Lost Valley: The Yukon Goldrush 1896,2014.0,2,6,45,10,584,6.77,3337,2.88,1549.0,"Dice Rolling, Modular Board, Tile Placement",Strategy Games
281658.0,Hats,2019.0,2,4,30,14,497,6.95,3338,2.23,928.0,"Hand Management, Set Collection, Team-Based Game",
128698.0,Vampire Empire,2012.0,2,2,30,10,616,6.73,3339,2.18,1223.0,Hand Management,Strategy Games
204605.0,Unicornus Knights,2016.0,2,6,90,12,464,7.07,3340,3.33,1217.0,"Bias, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",Thematic Games
1821.0,Grant Takes Command,2001.0,2,2,120,12,260,7.96,3343,3.71,825.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation",Wargames
275010.0,De Vulgari Eloquentia: Deluxe Edition,2019.0,2,5,120,14,266,7.99,3344,3.71,811.0,"Action Points, End Game Bonuses, Set Collection, Track Movement, Turn Order: Stat-Based, Variable Set-up",
235627.0,Iquazu?,2017.0,2,4,50,10,545,6.84,3345,1.73,926.0,"Area Majority / Influence, Hand Management, Modular Board, Set Collection",Family Games
256804.0,Exploding Kittens: Party Pack,2017.0,2,10,15,7,474,7.27,3347,1.0,1369.0,"Hand Management, Player Elimination, Push Your Luck, Set Collection, Take That",
302336.0,Marvel Villainous: Infinite Power,2020.0,2,4,80,12,513,7.14,3348,2.55,2447.0,"Action Points, Hand Management, Variable Player Powers",
150783.0,Antidote,2013.0,2,7,30,13,1179,6.36,3350,1.63,2625.0,"Hand Management, Simultaneous Action Selection, Team-Based Game, Variable Phase Order","Family Games, Party Games"
186279.0,Mini Mölkky,2013.0,2,99,30,6,308,7.56,3351,1.22,599.0,Player Elimination,
31920.0,Munchkin Booty,2008.0,3,6,90,10,2007,6.23,3352,1.95,4856.0,"Dice Rolling, Take That, Trading, Variable Player Powers",Thematic Games
24304.0,Unspeakable Words,2007.0,2,6,30,10,1479,6.23,3353,1.32,2677.0,"Dice Rolling, Hand Management, Player Elimination, Push Your Luck","Family Games, Party Games"
195194.0,Horizons,2018.0,2,5,75,14,565,6.85,3354,2.63,1424.0,"Area Majority / Influence, Modular Board, Tile Placement",
3632.0,Too Many Cooks,2002.0,2,5,30,10,1071,6.34,3355,1.4,1431.0,"Hand Management, Set Collection, Trick-taking",Family Games
8552.0,I Go!,2003.0,2,4,30,8,995,6.4,3356,1.48,1350.0,"Card Drafting, Hand Management, Pattern Building, Set Collection",Family Games
159581.0,Maskmen,2014.0,2,6,20,9,691,6.63,3357,1.57,1176.0,"Ladder Climbing, Trick-taking",
20782.0,Siam,2005.0,2,2,15,8,612,6.71,3358,2.19,832.0,Grid Movement,Abstract Games
229956.0,"Fort Sumter: The Secession Crisis, 1860-61",2018.0,2,2,40,10,682,6.64,3359,1.83,1224.0,"Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Scenario / Mission / Campaign Game, Simulation",Wargames
12004.0,Candamir: The First Settlers,2004.0,2,4,60,12,1821,6.17,3360,2.24,2858.0,"Action Points, Grid Movement, Set Collection, Trading, Variable Player Powers",Family Games
8207.0,Dungeoneer: Vault of the Fiends,2003.0,2,4,30,12,1274,6.3,3361,2.23,2741.0,"Action Points, Dice Rolling, Hand Management, Modular Board, Tile Placement, Variable Player Powers",Thematic Games
257096.0,Run Fight or Die: Reloaded,2019.0,1,4,40,10,385,7.25,3362,1.89,953.0,"Dice Rolling, Push Your Luck, Re-rolling and Locking, Solo / Solitaire Game, Variable Player Powers",
24878.0,AT-43 Initiation Set: Operation Damocles,2006.0,2,2,60,12,539,6.97,3363,2.83,917.0,"Action Points, Dice Rolling, Line of Sight",Wargames
283797.0,Exit: The Game - The Stormy Flight,2019.0,1,4,120,12,480,6.97,3365,1.86,1190.0,Cooperative Game,
204817.0,Henchmania,2016.0,2,5,60,12,562,6.91,3368,2.0,1169.0,"Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling",
66081.0,Pocket Battles: Elves vs. Orcs,2010.0,2,2,20,8,814,6.54,3369,2.06,2087.0,Dice Rolling,Wargames
238916.0,Shadows of Kilforth: A Fantasy Quest Game,2019.0,1,4,180,13,274,8.13,3370,3.29,1087.0,"Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers",
171110.0,Cosmic Run,2015.0,1,4,30,8,414,7.14,3371,1.5,768.0,"Dice Rolling, Push Your Luck",
13301.0,Caribbean,2004.0,2,4,30,8,1493,6.21,3372,1.75,1923.0,"Action Queue, Area Movement, Auction/Bidding, Pick-up and Deliver, Simultaneous Action Selection",Family Games
177727.0,Haleakala,2015.0,2,2,40,12,639,6.67,3373,2.41,1544.0,"Area Majority / Influence, Hand Management",
139326.0,UGO!,2013.0,2,4,40,10,681,6.6,3374,1.63,994.0,"Hand Management, Trick-taking",Family Games
145012.0,Sultaniya,2014.0,2,4,45,8,761,6.55,3376,2.0,1369.0,"Pattern Building, Set Collection, Tile Placement",Family Games
162263.0,Temporum,2014.0,2,5,35,13,1002,6.38,3377,2.14,1169.0,"Area Majority / Influence, Hand Management, Modular Board, Point to Point Movement",Strategy Games
164506.0,Biblios Dice,2015.0,2,5,30,8,524,6.83,3378,1.68,930.0,"Auction/Bidding, Constrained Bidding, Dice Rolling, Push Your Luck",
312318.0,Century: Golem Edition - An Endless World,2020.0,2,4,45,8,256,7.92,3379,1.9,1217.0,"Action Retrieval, Contracts, Increase Value of Unchosen Resources, Set Collection, Tile Placement, Worker Placement",
147747.0,Super Fantasy: Ugly Snouts Assault,2013.0,1,6,90,8,549,6.83,3380,2.42,1090.0,"Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers",Thematic Games
7479.0,WarCraft: The Board Game,2003.0,2,4,120,12,2579,6.12,3381,2.76,4136.0,"Dice Rolling, Modular Board, Team-Based Game, Variable Player Powers","Thematic Games, Wargames"
6955.0,Reiner Knizia's Decathlon,2003.0,1,4,45,10,1178,6.3,3382,1.2,1120.0,"Dice Rolling, Push Your Luck",Family Games
255393.0,"Stalingrad '42: Southern Russia, June-December, 1942",2019.0,1,4,480,12,226,8.57,3383,3.64,1101.0,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
147887.0,Allegiance: A Realm Divided,2015.0,2,4,60,10,302,8.04,3385,2.95,494.0,"Action Points, Hand Management, Variable Player Powers",Strategy Games
21464.0,California,2006.0,2,5,60,8,1374,6.23,3387,1.8,1921.0,"Set Collection, Tile Placement",Family Games
168839.0,Die Kutschfahrt zur Teufelsburg,2006.0,3,10,30,12,722,6.58,3388,2.07,1838.0,Hand Management,"Party Games, Strategy Games"
42929.0,Martian Rails,2009.0,2,6,180,12,387,7.23,3389,3.18,890.0,"Commodity Speculation, Crayon Rail System, Line Drawing, Network and Route Building, Pick-up and Deliver",Strategy Games
255633.0,Town Builder: Coevorden,2019.0,1,4,60,12,409,7.16,3391,2.0,876.0,"Card Drafting, Solo / Solitaire Game",
249814.0,Crimson Company,2019.0,1,4,45,0,412,7.41,3392,2.26,938.0,"Auction/Bidding, Card Drafting",Strategy Games
84732.0,Kariba,2010.0,2,4,15,6,527,6.86,3393,1.05,1170.0,Hand Management,Family Games
122159.0,Cthulhu Fluxx,2012.0,2,6,30,8,2927,6.1,3394,1.49,7179.0,"Hand Management, Set Collection",Party Games
255805.0,Honga,2018.0,2,5,45,8,452,7.02,3396,1.86,838.0,"Action Points, Set Collection, Tile Placement, Worker Placement",
257726.0,Brikks,2018.0,1,4,30,8,876,6.43,3397,1.65,1627.0,"Grid Coverage, Paper-and-Pencil, Pattern Building, Tile Placement",
287158.0,Half Truth,2020.0,2,6,45,12,389,7.26,3398,1.25,1100.0,,Party Games
94902.0,Dungeons & Dragons Starter Set,2008.0,2,6,60,12,332,7.61,3399,2.65,1642.0,"Dice Rolling, Role Playing",
271512.0,5211,2019.0,2,5,30,8,856,6.46,3400,1.17,1727.0,"Hand Management, Pattern Recognition, Set Collection",
143484.0,Florenza: The Card Game,2013.0,2,4,60,14,517,6.84,3401,2.52,779.0,"Hand Management, Set Collection",
287742.0,TIME Stories Revolution: The Hadal Project,2020.0,1,4,180,12,380,7.25,3402,2.83,1586.0,"Cooperative Game, Storytelling, Variable Player Powers",
10947.0,Master Thieves,2004.0,2,8,60,10,737,6.54,3404,2.34,780.0,"Memory, Simultaneous Action Selection, Variable Player Powers",Party Games
192673.0,Martians: A Story of Civilization,2016.0,1,4,120,14,851,6.52,3405,3.72,2139.0,"Action Points, Cooperative Game, Solo / Solitaire Game, Team-Based Game, Variable Player Powers, Worker Placement",Strategy Games
247360.0,Junk Orbit,2018.0,2,5,40,10,463,7.02,3406,1.56,869.0,"Pick-up and Deliver, Point to Point Movement, Variable Player Powers",Strategy Games
229632.0,Unlock!: Escape Adventures - Fifth Avenue,2017.0,1,6,30,10,517,6.81,3408,1.55,731.0,"Cooperative Game, Storytelling",
8668.0,Igloo Pop,2003.0,2,6,20,7,1210,6.25,3409,1.09,1363.0,"Betting and Bluffing, Simultaneous Action Selection","Children's Games, Family Games"
150484.0,Secrets of the Lost Tomb,2015.0,1,6,120,13,488,7.34,3410,3.26,1308.0,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Tile Placement, Variable Player Powers",Thematic Games
235544.0,Specter Ops: Broken Covenant,2018.0,2,5,90,14,276,7.68,3411,2.67,1087.0,"Dice Rolling, Grid Movement, Hidden Movement, Point to Point Movement, Secret Unit Deployment, Square Grid, Team-Based Game, Variable Player Powers",
31545.0,Pow Wow,2006.0,3,8,30,9,659,6.62,3412,1.15,643.0,,"Family Games, Party Games"
89415.0,Rory's Story Cubes: Actions,2007.0,1,12,20,6,937,6.41,3416,1.19,3358.0,"Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling",Family Games
61458.0,Kaigan,2009.0,3,4,90,12,446,6.95,3417,2.94,438.0,"Action Points, Area Majority / Influence, Hand Management",Strategy Games
8166.0,Anno 1503,2003.0,2,4,90,10,1284,6.27,3418,2.35,2248.0,Tile Placement,"Family Games, Strategy Games"
178892.0,Vs System 2PCG: The Marvel Battles,2015.0,2,2,30,12,554,6.98,3419,2.38,1482.0,"Hand Management, Variable Player Powers",Customizable Games
160903.0,Target for Today,2017.0,1,1,90,12,325,8.02,3420,3.43,1117.0,"Action Queue, Dice Rolling, Simulation, Solo / Solitaire Game",Wargames
233973.0,Huns,2018.0,2,4,45,14,564,6.89,3421,2.19,1115.0,"Card Drafting, Dice Rolling",
39832.0,Sumeria,2009.0,3,4,60,10,730,6.57,3422,2.26,1039.0,"Area Majority / Influence, Point to Point Movement, Set Collection",Strategy Games
174476.0,10' to Kill,2015.0,2,4,15,12,1199,6.28,3423,1.67,1975.0,"Action Queue, Memory, Modular Board, Player Elimination, Secret Unit Deployment","Family Games, Party Games"
72667.0,Mijnlieff,2010.0,2,2,10,6,438,7.18,3424,1.71,455.0,"Modular Board, Pattern Building",Abstract Games
192343.0,Bubblee Pop,2016.0,1,2,20,8,1014,6.39,3425,1.5,1474.0,Pattern Building,"Abstract Games, Family Games"
163931.0,Grog Island,2014.0,2,4,75,10,694,6.59,3426,2.2,1143.0,"Auction/Bidding, Dice Rolling, Set Collection, Trading",Strategy Games
1545.0,Flowerpower,2001.0,1,2,30,8,701,6.56,3427,1.48,801.0,"Area Majority / Influence, Tile Placement","Abstract Games, Family Games"
244946.0,Brook City,2019.0,1,4,120,13,345,7.5,3428,3.06,754.0,"Cooperative Game, Dice Rolling, Variable Player Powers",
234711.0,Christmas Tree,2017.0,2,4,45,10,381,7.22,3429,2.2,646.0,"Card Drafting, Set Collection, Simultaneous Action Selection, Tile Placement",Family Games
214996.0,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",2016.0,1,2,960,12,256,8.13,3430,3.94,1167.0,"Dice Rolling, Hexagon Grid",Wargames
181494.0,CVlizations,2015.0,2,5,60,10,968,6.36,3432,1.88,1741.0,"Action Queue, Hand Management, Set Collection, Turn Order: Progressive, Turn Order: Role Order",Family Games
293531.0,Detective: A Modern Crime Board Game - Season One,2020.0,1,5,120,12,377,7.26,3433,2.08,1525.0,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
6263.0,King's Breakfast,2003.0,3,5,15,7,1507,6.17,3434,1.18,1821.0,"Card Drafting, Set Collection",Family Games
300936.0,Via Magica,2020.0,2,6,30,7,500,6.91,3435,1.35,622.0,"Bingo, Card Drafting, Push Your Luck, Set Collection",Family Games
232830.0,Shifty Eyed Spies,2017.0,4,8,20,9,540,6.86,3436,1.21,1451.0,"Acting, Team-Based Game",
164865.0,B-Sieged: Sons of the Abyss,2016.0,1,6,90,13,896,6.59,3437,2.8,2374.0,"Cooperative Game, Dice Rolling, Grid Movement","Strategy Games, Thematic Games"
181523.0,Snowblind: Race for the Pole,2016.0,1,4,60,10,556,6.84,3438,1.95,949.0,"Dice Rolling, Player Elimination, Push Your Luck",Thematic Games
97803.0,Penny Arcade: The Game - Gamers vs. Evil,2011.0,2,4,45,15,893,6.49,3439,2.24,1595.0,"Card Drafting, Deck Bag and Pool Building, Hand Management, Variable Player Powers",Strategy Games
211940.0,Okey Dokey,2016.0,1,5,32,6,734,6.52,3440,1.19,1467.0,"Cooperative Game, Hand Management",
276090.0,Icaion,2020.0,2,5,120,14,310,7.88,3441,3.24,1029.0,"Deck Bag and Pool Building, Pattern Building, Set Collection, Variable Player Powers",
261342.0,Old West Empresario,2019.0,2,4,60,14,354,7.27,3443,2.0,713.0,"Dice Rolling, Drafting, End Game Bonuses, Tile Placement, Variable Player Powers",
243696.0,Race to the New Found Land,2018.0,2,4,90,10,498,6.88,3445,2.76,972.0,"Area Majority / Influence, Tile Placement, Worker Placement",
6542.0,Lock 'n Load: Forgotten Heroes - Vietnam,2003.0,2,2,60,12,351,7.41,3446,3.11,949.0,Hexagon Grid,Wargames
66424.0,Dungeon Run,2011.0,1,6,60,9,1501,6.24,3447,2.2,1984.0,"Area Movement, Dice Rolling, Modular Board, Variable Player Powers",Thematic Games
35935.0,Day & Night,2008.0,2,2,45,10,686,6.62,3448,2.45,782.0,"Area Majority / Influence, Hand Management, Pattern Building, Tile Placement, Variable Player Powers","Abstract Games, Strategy Games"
201509.0,Dead Man's Doubloons,2018.0,2,6,45,10,666,6.74,3449,2.58,1709.0,"Action Queue, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Push Your Luck, Simultaneous Action Selection, Take That, Variable Player Powers",
233006.0,Carthago: Merchants & Guilds,2017.0,2,4,90,12,497,6.9,3450,2.96,1206.0,"Action Points, Deck Bag and Pool Building, Hand Management, Pick-up and Deliver, Set Collection, Trading, Worker Placement",
227893.0,Smile,2017.0,3,5,30,8,640,6.65,3451,1.14,1198.0,"Auction/Bidding, Closed Economy Auction, Increase Value of Unchosen Resources, Push Your Luck",
266460.0,Yinzi,2019.0,2,4,180,12,298,7.58,3452,4.2,506.0,"Hand Management, Pick-up and Deliver, Worker Placement",Strategy Games
